,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6331,0.6056,0.4286,0.05,0.0896,0.0808,0.7735
0_1,0.7277,0.6444,0.5238,0.0561,0.1014,0.1072,0.7587
0_2,0.6558,0.6212,0.4762,0.0515,0.093,0.0903,0.7587
0_3,0.5794,0.5618,0.3333,0.0407,0.0725,0.0481,0.7785
0_4,0.6653,0.6539,0.5238,0.0608,0.1089,0.1175,0.7772
0_5,0.6549,0.6184,0.4286,0.0562,0.0994,0.0945,0.7983
0_6,0.6639,0.6501,0.5238,0.0588,0.1058,0.1132,0.7698
0_7,0.7972,0.7523,0.7143,0.0833,0.1493,0.193,0.7884
0_8,0.8137,0.7045,0.5909,0.0833,0.1461,0.1686,0.8119
0_9,0.7523,0.7156,0.6667,0.0704,0.1273,0.1593,0.7621
0_Mean,0.6943,0.6528,0.521,0.0611,0.1093,0.1172,0.7777
0_SD,0.0753,0.057,0.1144,0.014,0.0246,0.0442,0.0175
Mean,0.6943,0.6528,0.521,0.0611,0.1093,0.1172,0.7777
SD,0.0753,0.057,0.1144,0.014,0.0246,0.0442,0.0175
