,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5512,0.5519,0.76,0.475,0.5846,0.1125,0.5263
0_1,0.5312,0.5162,0.72,0.45,0.5538,0.0353,0.4912
0_2,0.6106,0.5725,0.52,0.52,0.52,0.145,0.5789
0_3,0.57,0.5344,0.6,0.4688,0.5263,0.0688,0.5263
0_4,0.6875,0.6256,0.72,0.5455,0.6207,0.2525,0.614
0_5,0.6569,0.6456,0.76,0.5588,0.6441,0.2946,0.6316
0_6,0.7,0.6769,0.76,0.5938,0.6667,0.3538,0.6667
0_7,0.7298,0.6979,0.7083,0.6296,0.6667,0.392,0.6964
0_8,0.612,0.6198,0.7083,0.5312,0.6071,0.2396,0.6071
0_9,0.7793,0.6927,0.7917,0.5938,0.6786,0.3854,0.6786
0_Mean,0.6429,0.6134,0.7048,0.5366,0.6069,0.2279,0.6017
0_SD,0.0815,0.0665,0.0832,0.0596,0.0589,0.1314,0.0701
Mean,0.6428,0.6133,0.7048,0.5367,0.6069,0.228,0.6017
SD,0.0815,0.0665,0.0832,0.0596,0.0589,0.1314,0.0701
