,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7688,0.7571,0.6364,0.0667,0.1207,0.1771,0.8745
0_1,0.7824,0.6618,0.4545,0.0455,0.0826,0.1093,0.8635
0_2,0.7385,0.7041,0.5455,0.0517,0.0945,0.1349,0.8585
0_3,0.9479,0.9345,1.0,0.0948,0.1732,0.2871,0.8708
0_4,0.6199,0.6364,0.4,0.0377,0.069,0.0893,0.867
0_5,0.6849,0.6858,0.5,0.0463,0.0847,0.1207,0.867
0_6,0.6834,0.6414,0.4,0.0408,0.0741,0.0957,0.8768
0_7,0.7887,0.747,0.6,0.0659,0.1188,0.1727,0.8904
0_8,0.8768,0.7814,0.7,0.0598,0.1102,0.1768,0.8608
0_9,0.6971,0.7047,0.5455,0.0522,0.0952,0.1357,0.8596
0_Mean,0.7588,0.7254,0.5782,0.0561,0.1023,0.1499,0.8689
0_SD,0.0977,0.0881,0.1775,0.0168,0.0306,0.0581,0.0098
Mean,0.7588,0.7254,0.5782,0.0561,0.1023,0.1499,0.8689
SD,0.0977,0.0881,0.1775,0.0168,0.0306,0.0581,0.0098
