,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7952,0.7439,0.6,0.0625,0.1132,0.1666,0.8842
0_1,0.7151,0.5901,0.3,0.0303,0.055,0.0608,0.8732
0_2,0.7903,0.7789,0.7,0.0579,0.1069,0.1728,0.8559
0_3,0.6148,0.6296,0.4,0.0342,0.063,0.0814,0.8534
0_4,0.7512,0.6711,0.4545,0.0526,0.0943,0.1231,0.8818
0_5,0.8542,0.8081,0.7273,0.0825,0.1481,0.2196,0.8867
0_6,0.7554,0.762,0.6364,0.0722,0.1296,0.1868,0.8842
0_7,0.8156,0.8093,0.7273,0.0842,0.1509,0.2225,0.8892
0_8,0.7065,0.6673,0.4545,0.0495,0.0893,0.1172,0.8744
0_9,0.7415,0.7501,0.6,0.0698,0.125,0.1793,0.8964
0_Mean,0.754,0.721,0.56,0.0596,0.1075,0.153,0.8779
0_SD,0.0668,0.0765,0.1491,0.0184,0.0327,0.0553,0.014
Mean,0.754,0.721,0.56,0.0596,0.1075,0.153,0.8779
SD,0.0668,0.0765,0.1491,0.0184,0.0327,0.0553,0.014
