,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6176,0.6283,0.3333,0.0175,0.0333,0.0612,0.9209
0_1,0.9603,0.9384,1.0,0.0323,0.0625,0.1682,0.8772
0_2,0.9726,0.9486,1.0,0.0385,0.0741,0.1858,0.8977
0_3,0.9699,0.9445,1.0,0.0357,0.069,0.1782,0.8895
0_4,0.6046,0.6119,0.3333,0.0123,0.0238,0.0456,0.8881
0_5,0.6968,0.6938,0.5,0.0238,0.0455,0.0896,0.8854
0_6,0.6711,0.6917,0.5,0.023,0.044,0.0873,0.8813
0_7,0.5537,0.5674,0.25,0.0118,0.0225,0.031,0.8813
0_8,0.588,0.6152,0.3333,0.0132,0.0253,0.0483,0.8948
0_9,0.4246,0.4451,0.0,0.0,,-0.0225,0.8866
0_Mean,0.7059,0.7085,0.525,0.0208,0.0444,0.0873,0.8903
0_SD,0.1947,0.1765,0.3558,0.0122,0.02,0.0697,0.0124
Mean,0.7059,0.7085,0.525,0.0208,0.0444,0.0873,0.8903
SD,0.1947,0.1765,0.3558,0.0122,0.02,0.0697,0.0124
