,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4661,0.4778,0.0,0.0,,-0.0131,0.9521
0_1,0.8183,0.8124,0.6667,0.0556,0.1026,0.1841,0.957
0_2,0.6286,0.4766,0.0,0.0,,-0.0135,0.9496
0_3,0.4618,0.4747,0.0,0.0,,-0.0114,0.9471
0_4,0.7293,0.7284,0.5,0.0278,0.0526,0.11,0.9557
0_5,0.643,0.6469,0.3333,0.0303,0.0556,0.0903,0.9582
0_6,0.8126,0.8025,0.6667,0.0385,0.0727,0.1499,0.9373
0_7,0.6412,0.6426,0.3333,0.025,0.0465,0.0799,0.9496
0_8,0.7967,0.6383,0.3333,0.0213,0.04,0.0718,0.941
0_9,0.6475,0.6481,0.3333,0.0323,0.0588,0.0938,0.9606
0_Mean,0.6645,0.6348,0.3167,0.0231,0.0613,0.0742,0.9508
0_SD,0.1292,0.1265,0.254,0.0184,0.0209,0.0687,0.0075
Mean,0.6645,0.6348,0.3167,0.0231,0.0613,0.0742,0.9508
SD,0.1292,0.1265,0.254,0.0184,0.0209,0.0686,0.0075
