,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8062,0.7625,0.9,0.75,0.8182,0.5534,0.7778
0_1,0.5125,0.525,0.3,0.6,0.4,0.0555,0.5
0_2,0.7857,0.6753,0.6364,0.7778,0.7,0.3419,0.6667
0_3,0.6364,0.6948,0.8182,0.75,0.7826,0.4029,0.7222
0_4,0.8929,0.8786,0.9,0.9,0.9,0.7571,0.8824
0_5,0.6143,0.6071,0.5,0.7143,0.5882,0.2143,0.5882
0_6,0.3857,0.4429,0.6,0.5455,0.5714,-0.1177,0.4706
0_7,0.5214,0.5143,0.6,0.6,0.6,0.0286,0.5294
0_8,0.65,0.5786,0.3,0.75,0.4286,0.1823,0.5294
0_9,0.6214,0.5571,0.4,0.6667,0.5,0.1177,0.5294
0_Mean,0.6427,0.6236,0.5955,0.7054,0.6289,0.2536,0.6196
0_SD,0.1523,0.1304,0.2258,0.1046,0.1676,0.2638,0.1369
Mean,0.6427,0.6236,0.5955,0.7054,0.6289,0.2536,0.6196
SD,0.1523,0.1304,0.2258,0.1046,0.1676,0.2638,0.1369
