,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.671,0.5937,0.3846,0.034,0.0625,0.0618,0.7954
0_1,0.5183,0.4769,0.1538,0.0137,0.0252,-0.0153,0.7885
0_2,0.6799,0.6502,0.4615,0.0492,0.0889,0.1065,0.8322
0_3,0.673,0.6824,0.5385,0.053,0.0966,0.1253,0.8213
0_4,0.6249,0.6419,0.4615,0.0448,0.0816,0.0969,0.8158
0_5,0.6749,0.6658,0.5385,0.0449,0.0828,0.1069,0.7885
0_6,0.7025,0.7105,0.6154,0.0541,0.0994,0.1384,0.8022
0_7,0.6166,0.6259,0.4615,0.0382,0.0706,0.081,0.7844
0_8,0.6392,0.6194,0.4167,0.0376,0.069,0.0787,0.8156
0_9,0.8156,0.7375,0.6667,0.0548,0.1013,0.1509,0.806
0_Mean,0.6616,0.6404,0.4699,0.0424,0.0778,0.0931,0.805
0_SD,0.0749,0.0718,0.1412,0.0124,0.0228,0.047,0.016
Mean,0.6616,0.6404,0.4699,0.0424,0.0778,0.0931,0.805
SD,0.0749,0.0718,0.1412,0.0125,0.0228,0.047,0.016
