,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7224,0.72,0.5,0.0222,0.0426,0.0956,0.9389
0_1,0.7129,0.7071,0.5,0.0156,0.0303,0.0765,0.913
0_2,0.4584,0.4721,0.0,0.0,,-0.0127,0.9416
0_3,0.9533,0.718,0.5,0.0208,0.04,0.0919,0.9348
0_4,0.4503,0.4625,0.0,0.0,,-0.0148,0.9226
0_5,0.6986,0.7132,0.5,0.0182,0.0351,0.0844,0.9253
0_6,0.7129,0.7125,0.5,0.0179,0.0345,0.0835,0.9239
0_7,0.985,0.968,1.0,0.0208,0.0408,0.1396,0.9361
0_8,0.9809,0.9632,1.0,0.0182,0.0357,0.1298,0.9265
0_9,0.9319,0.4714,0.0,0.0,,-0.0091,0.9415
0_Mean,0.7607,0.6908,0.45,0.0134,0.037,0.0665,0.9304
0_SD,0.2008,0.1832,0.3689,0.0094,0.0043,0.0579,0.0095
Mean,0.7607,0.6908,0.45,0.0134,0.037,0.0665,0.9304
SD,0.2008,0.1832,0.3689,0.0094,0.0043,0.0579,0.0095
