,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7034,0.6986,0.5,0.026,0.0494,0.0954,0.8951
0_1,0.7979,0.7909,0.6667,0.0312,0.0597,0.1316,0.9141
0_2,0.5952,0.6126,0.3333,0.0125,0.0241,0.0461,0.8895
0_3,0.6148,0.6194,0.3333,0.0143,0.0274,0.0519,0.9031
0_4,0.7909,0.7758,0.6667,0.0233,0.0449,0.1094,0.884
0_5,0.7927,0.782,0.6667,0.026,0.05,0.1174,0.8963
0_6,0.7947,0.7909,0.6667,0.0312,0.0597,0.1316,0.9141
0_7,0.6231,0.6276,0.3333,0.0172,0.0328,0.0604,0.9195
0_8,0.8073,0.8032,0.6667,0.0435,0.0816,0.1596,0.9386
0_9,0.9486,0.9493,1.0,0.039,0.075,0.1871,0.899
0_Mean,0.7469,0.745,0.5833,0.0264,0.0505,0.1091,0.9053
0_SD,0.111,0.1059,0.2115,0.0102,0.0192,0.0466,0.0163
Mean,0.7469,0.745,0.5833,0.0264,0.0505,0.109,0.9053
SD,0.111,0.1059,0.2116,0.0102,0.0192,0.0466,0.0163
