,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4673,0.4676,0.6316,0.0212,0.0411,-0.0213,0.3112
0_1,0.4511,0.4518,0.6316,0.0203,0.0394,-0.0326,0.2804
0_2,0.505,0.5057,0.7368,0.0237,0.046,0.0039,0.2854
0_3,0.5276,0.5276,0.7895,0.0251,0.0486,0.0189,0.278
0_4,0.5476,0.5476,0.8421,0.0263,0.051,0.0332,0.2669
0_5,0.4942,0.4944,0.7368,0.023,0.0447,-0.0039,0.2632
0_6,0.5939,0.5941,0.8947,0.0294,0.057,0.0627,0.3075
0_7,0.3818,0.3824,0.5,0.0169,0.0326,-0.082,0.2706
0_8,0.5318,0.5322,0.7895,0.0254,0.0493,0.0218,0.2869
0_9,0.5049,0.5052,0.7368,0.0237,0.046,0.0036,0.2845
0_Mean,0.5005,0.5009,0.7289,0.0235,0.0456,0.0004,0.2835
0_SD,0.0581,0.0579,0.1151,0.0035,0.0067,0.0397,0.0158
Mean,0.5005,0.5009,0.7289,0.0235,0.0456,0.0004,0.2835
SD,0.0581,0.0579,0.1151,0.0035,0.0068,0.0396,0.0158
