,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.3834,0.3834,0.0,0.0,,-0.0352,0.7636
0_1,0.5725,0.5725,0.3333,0.0072,0.0141,0.0236,0.8098
0_2,0.7249,0.7249,0.6667,0.0124,0.0244,0.0693,0.7826
0_3,0.5528,0.5528,0.3333,0.006,0.0117,0.016,0.7704
0_4,0.5321,0.5321,0.25,0.0073,0.0142,0.0121,0.8111
0_5,0.6441,0.6441,0.5,0.0127,0.0248,0.0517,0.7867
0_6,0.7787,0.7787,0.75,0.0208,0.0405,0.1033,0.8071
0_7,0.709,0.709,0.6667,0.0109,0.0214,0.0615,0.751
0_8,0.5697,0.5697,0.3333,0.007,0.0137,0.0224,0.8041
0_9,0.5745,0.5745,0.3333,0.0074,0.0144,0.0244,0.8136
0_Mean,0.6042,0.6042,0.4167,0.0092,0.0199,0.0349,0.79
0_SD,0.1142,0.1142,0.2291,0.0055,0.0092,0.0381,0.0225
Mean,0.6042,0.6042,0.4167,0.0092,0.0199,0.0349,0.79
SD,0.1141,0.1141,0.2291,0.0055,0.0092,0.0381,0.0225
