,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5979,0.5992,0.871,0.0488,0.0925,0.0814,0.3481
0_1,0.5706,0.5702,0.8387,0.0455,0.0862,0.0589,0.3223
0_2,0.574,0.5747,0.8387,0.046,0.0872,0.0622,0.3309
0_3,0.498,0.4992,0.6774,0.038,0.072,-0.0007,0.3346
0_4,0.5845,0.5837,0.8387,0.0472,0.0893,0.0686,0.3481
0_5,0.5407,0.5413,0.7667,0.0412,0.0782,0.0336,0.3325
0_6,0.5725,0.5724,0.8387,0.0458,0.0868,0.0605,0.3264
0_7,0.5195,0.5199,0.6774,0.0405,0.0764,0.0159,0.3744
0_8,0.5513,0.5518,0.8065,0.0436,0.0826,0.0436,0.3165
0_9,0.5482,0.5452,0.7742,0.043,0.0815,0.0374,0.3337
0_Mean,0.5557,0.5558,0.7928,0.044,0.0833,0.0461,0.3367
0_SD,0.0305,0.0304,0.0686,0.0033,0.0063,0.0252,0.0166
Mean,0.5557,0.5558,0.7928,0.044,0.0833,0.0461,0.3368
SD,0.0305,0.0304,0.0686,0.0033,0.0063,0.0252,0.0166
