,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4392,0.4438,0.5714,0.024,0.046,-0.0402,0.3234
0_1,0.4504,0.4519,0.6364,0.0261,0.0501,-0.0369,0.2785
0_2,0.6506,0.6485,1.0,0.042,0.0806,0.1117,0.3179
0_3,0.477,0.4792,0.6364,0.0281,0.0538,-0.0151,0.3315
0_4,0.4295,0.4314,0.619,0.0235,0.0453,-0.053,0.2544
0_5,0.5474,0.549,0.8095,0.0324,0.0623,0.0362,0.3034
0_6,0.4781,0.4811,0.6667,0.0271,0.052,-0.0138,0.3061
0_7,0.5506,0.5525,0.7619,0.033,0.0632,0.0369,0.3551
0_8,0.5145,0.5168,0.7619,0.0299,0.0575,0.0126,0.2857
0_9,0.5153,0.5189,0.7143,0.0301,0.0578,0.0135,0.3347
0_Mean,0.5052,0.5073,0.7177,0.0296,0.0569,0.0052,0.3091
0_SD,0.0665,0.0652,0.1243,0.0054,0.0104,0.0488,0.0299
Mean,0.5053,0.5073,0.7177,0.0296,0.0569,0.0052,0.3091
SD,0.0665,0.0652,0.1243,0.0054,0.0104,0.0488,0.0299
