,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6656,0.6656,0.8182,0.0225,0.0438,0.0765,0.5172
0_1,0.6432,0.6432,0.7273,0.0221,0.0429,0.0665,0.5614
0_2,0.5255,0.5255,0.5455,0.0149,0.029,0.0118,0.5061
0_3,0.5634,0.5634,0.6,0.0155,0.0303,0.028,0.5277
0_4,0.5174,0.5177,0.5,0.0132,0.0258,0.0078,0.5351
0_5,0.6084,0.6084,0.7,0.0177,0.0346,0.0478,0.5191
0_6,0.4478,0.4478,0.4,0.0098,0.0191,-0.023,0.4945
0_7,0.6509,0.6509,0.8,0.0196,0.0383,0.0665,0.5055
0_8,0.5881,0.5881,0.6364,0.0186,0.0362,0.0408,0.5412
0_9,0.4437,0.4437,0.3636,0.0104,0.0202,-0.0261,0.5215
0_Mean,0.5654,0.5654,0.6091,0.0164,0.032,0.0297,0.5229
0_SD,0.0805,0.0805,0.1575,0.0045,0.0087,0.0366,0.0195
Mean,0.5654,0.5654,0.6091,0.0164,0.032,0.0297,0.5229
SD,0.0805,0.0805,0.1575,0.0045,0.0087,0.0366,0.0195
