,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4488,0.4488,0.0,0.0,,-0.0205,0.8943
0_1,0.7723,0.7723,0.6667,0.0198,0.0385,0.1001,0.8771
0_2,0.6927,0.6927,0.5,0.0106,0.0208,0.0597,0.8844
0_3,0.6927,0.6927,0.5,0.0106,0.0208,0.0597,0.8844
0_4,0.6136,0.6136,0.3333,0.0115,0.0222,0.0446,0.8918
0_5,0.4457,0.4457,0.0,0.0,,-0.0212,0.8881
0_6,0.784,0.784,0.6667,0.0244,0.0471,0.1143,0.9004
0_7,0.6191,0.6191,0.3333,0.0128,0.0247,0.0491,0.9028
0_8,0.7599,0.7599,0.6667,0.0165,0.0323,0.0885,0.8524
0_9,0.6235,0.6235,0.3333,0.0141,0.027,0.053,0.9114
0_Mean,0.6452,0.6452,0.4,0.012,0.0292,0.0527,0.8887
0_SD,0.1218,0.1218,0.2509,0.0077,0.0095,0.0451,0.0163
Mean,0.6452,0.6452,0.4,0.012,0.0292,0.0527,0.8887
SD,0.1218,0.1218,0.2509,0.0077,0.0095,0.0451,0.0163
