,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.3868,0.3868,0.2,0.0029,0.0057,-0.0358,0.5713
0_1,0.5806,0.5806,0.6,0.0084,0.0165,0.0254,0.5614
0_2,0.6525,0.6525,0.75,0.0083,0.0163,0.0429,0.556
0_3,0.5618,0.5618,0.6,0.0077,0.0153,0.0193,0.524
0_4,0.436,0.436,0.2,0.0038,0.0074,-0.0213,0.6691
0_5,0.4859,0.4859,0.4,0.0057,0.0113,-0.0045,0.5707
0_6,0.6228,0.623,0.6,0.0104,0.0204,0.0402,0.6458
0_7,0.4636,0.4636,0.4,0.0052,0.0103,-0.0114,0.5264
0_8,0.5729,0.5729,0.6,0.0081,0.016,0.0229,0.5461
0_9,0.4853,0.4853,0.4,0.0057,0.0113,-0.0047,0.5695
0_Mean,0.5248,0.5248,0.475,0.0066,0.0131,0.0073,0.574
0_SD,0.0859,0.086,0.1845,0.0023,0.0046,0.0266,0.0474
Mean,0.5248,0.5248,0.475,0.0066,0.013,0.0073,0.574
SD,0.0859,0.086,0.1845,0.0023,0.0046,0.0266,0.0475
