,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5744,0.5849,0.8125,0.0492,0.0929,0.0692,0.3752
0_1,0.5688,0.5699,0.7812,0.0475,0.0896,0.0569,0.3752
0_2,0.5088,0.5113,0.697,0.0419,0.079,0.0095,0.3407
0_3,0.5915,0.5935,0.8485,0.0515,0.0971,0.0784,0.3592
0_4,0.4749,0.471,0.6061,0.0372,0.0701,-0.0242,0.3469
0_5,0.4569,0.4593,0.5455,0.0355,0.0667,-0.0332,0.3801
0_6,0.5859,0.5874,0.7812,0.0502,0.0943,0.0699,0.4089
0_7,0.5594,0.5601,0.8125,0.0459,0.087,0.0509,0.3276
0_8,0.6356,0.6358,0.9062,0.0553,0.1043,0.1105,0.3867
0_9,0.5803,0.5772,0.7812,0.0486,0.0916,0.0623,0.3892
0_Mean,0.5536,0.555,0.7572,0.0463,0.0872,0.045,0.3689
0_SD,0.0559,0.0566,0.1104,0.0063,0.0119,0.0462,0.025
Mean,0.5536,0.555,0.7572,0.0463,0.0873,0.045,0.369
SD,0.0559,0.0566,0.1104,0.0063,0.0119,0.0462,0.025
