,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5417,0.5391,0.8857,0.1035,0.1854,0.0591,0.2585
0_1,0.5131,0.5237,0.8429,0.1003,0.1793,0.0348,0.2653
0_2,0.5181,0.511,0.8551,0.0962,0.173,0.0173,0.2316
0_3,0.4666,0.471,0.7826,0.0881,0.1584,-0.0456,0.218
0_4,0.4778,0.4798,0.8,0.0912,0.1637,-0.0321,0.2207
0_5,0.4863,0.4885,0.8143,0.093,0.1669,-0.0183,0.2248
0_6,0.5052,0.5106,0.8571,0.0976,0.1752,0.017,0.2302
0_7,0.5031,0.5001,0.8286,0.0954,0.1711,0.0002,0.2343
0_8,0.4789,0.4746,0.7714,0.09,0.1612,-0.0387,0.2343
0_9,0.5296,0.5268,0.8714,0.101,0.181,0.0413,0.248
0_Mean,0.502,0.5025,0.8309,0.0956,0.1715,0.0035,0.2366
0_SD,0.0244,0.0236,0.0383,0.0051,0.0089,0.0362,0.0158
Mean,0.502,0.5025,0.8309,0.0956,0.1715,0.0035,0.2366
SD,0.0244,0.0236,0.0383,0.0051,0.0089,0.0362,0.0158
