,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.3738,0.3741,0.4706,0.0137,0.0267,-0.08,0.2817
0_1,0.379,0.371,0.4706,0.0136,0.0264,-0.0825,0.2755
0_2,0.491,0.4918,0.7059,0.0204,0.0397,-0.0053,0.2866
0_3,0.4408,0.4411,0.5882,0.0175,0.034,-0.0369,0.3001
0_4,0.5515,0.5525,0.8235,0.0239,0.0464,0.0335,0.2927
0_5,0.4809,0.4824,0.6471,0.0199,0.0385,-0.0108,0.3247
0_6,0.4804,0.48,0.7059,0.0198,0.0386,-0.0132,0.2635
0_7,0.5892,0.5895,0.9412,0.0257,0.0501,0.0605,0.2525
0_8,0.4537,0.4531,0.6471,0.0183,0.0357,-0.0306,0.2672
0_9,0.4983,0.4987,0.7647,0.0209,0.0406,-0.0009,0.2438
0_Mean,0.4739,0.4734,0.6765,0.0194,0.0377,-0.0166,0.2788
0_SD,0.0674,0.0688,0.1474,0.0039,0.0075,0.0445,0.0239
Mean,0.4739,0.4734,0.6765,0.0194,0.0377,-0.0166,0.2788
SD,0.0674,0.0688,0.1474,0.0039,0.0075,0.0445,0.0238
