,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6587,0.6599,0.7692,0.027,0.0522,0.0805,0.5541
0_1,0.6889,0.6896,0.8462,0.0286,0.0553,0.0952,0.5381
0_2,0.6404,0.6199,0.6667,0.0229,0.0442,0.0584,0.5744
0_3,0.5596,0.5601,0.5833,0.0185,0.0359,0.0291,0.5375
0_4,0.5468,0.5474,0.5385,0.0193,0.0373,0.0239,0.556
0_5,0.7569,0.7569,1.0,0.0323,0.0627,0.1289,0.5215
0_6,0.6895,0.6906,0.8462,0.0287,0.0556,0.0958,0.54
0_7,0.5485,0.5492,0.5385,0.0195,0.0376,0.0249,0.5597
0_8,0.5996,0.5996,0.6154,0.0235,0.0452,0.0506,0.5843
0_9,0.6919,0.6925,0.8462,0.0289,0.056,0.0968,0.5437
0_Mean,0.6381,0.6366,0.725,0.0249,0.0482,0.0684,0.5509
0_SD,0.072,0.0722,0.1587,0.0048,0.0094,0.0364,0.0187
Mean,0.6381,0.6366,0.725,0.0249,0.0482,0.0684,0.5509
SD,0.072,0.0722,0.1587,0.0048,0.0094,0.0364,0.0187
