,MACCS,Morgan,Rdkit,Layerd,Pattern
MLP,0,0,0,0,0
GBT,0,0,0,0,0
RF,0,2,0,0,0
LR,0,0,0,0,0
KNN,0,0,0,0,1
NB,27,0,0,0,1
