,MACCS,Morgan,Rdkit,Layerd,Pattern
MLP,0,0,0,0,0
GBT,2,0,1,1,0
RF,4,18,0,3,0
LR,0,0,0,0,0
KNN,0,0,1,0,0
NB,1,0,0,0,0
