,MACCS,Morgan,Rdkit,Layerd,Pattern
MLP,0,0,0,0,0
GBT,1,0,2,2,2
RF,8,3,2,4,5
LR,0,1,0,0,0
KNN,0,0,0,1,0
NB,0,0,0,0,0
