,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7255,0.6516,0.3333,0.0435,0.0769,0.111,0.9673
0_1,0.9052,0.8128,0.6667,0.0625,0.1143,0.1955,0.9578
0_2,0.9804,0.9761,1.0,0.0789,0.1463,0.2742,0.9523
0_3,0.7041,0.6448,0.3333,0.0303,0.0556,0.0892,0.9537
0_4,0.902,0.485,0.0,0.0,,-0.0113,0.9659
0_5,0.9348,0.6441,0.3333,0.0294,0.0541,0.0875,0.9523
0_6,0.5603,0.6154,0.25,0.0667,0.1053,0.1201,0.9768
0_7,0.7976,0.614,0.25,0.0588,0.0952,0.1116,0.9741
0_8,0.799,0.7267,0.5,0.0556,0.1,0.1546,0.951
0_9,0.6676,0.6509,0.3333,0.0417,0.0741,0.1083,0.9659
0_Mean,0.7976,0.6821,0.4,0.0467,0.0913,0.1241,0.9617
0_SD,0.1341,0.1326,0.2716,0.0228,0.0296,0.0746,0.0096
Mean,0.7977,0.6821,0.4,0.0467,0.0913,0.1241,0.9617
SD,0.1341,0.1326,0.2716,0.0228,0.0296,0.0746,0.0095
