,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8919,0.7776,0.6667,0.0825,0.1468,0.2066,0.8853
0_1,0.8142,0.8389,0.7692,0.1205,0.2083,0.2808,0.9063
0_2,0.7479,0.7992,0.6923,0.1071,0.1856,0.2466,0.9026
0_3,0.8575,0.8263,0.7692,0.0971,0.1724,0.2462,0.8816
0_4,0.8325,0.8023,0.6923,0.1139,0.1957,0.2561,0.9088
0_5,0.7918,0.8017,0.6923,0.1125,0.1935,0.2541,0.9075
0_6,0.7985,0.7563,0.6154,0.0889,0.1553,0.205,0.8927
0_7,0.7848,0.8098,0.6923,0.1343,0.225,0.2827,0.9236
0_8,0.8828,0.7854,0.6923,0.0849,0.1513,0.2127,0.8755
0_9,0.7707,0.7472,0.5833,0.0897,0.1556,0.2025,0.9062
0_Mean,0.8173,0.7945,0.6865,0.1031,0.1789,0.2393,0.899
0_SD,0.048,0.0287,0.0577,0.0172,0.0268,0.0308,0.0148
Mean,0.8173,0.7945,0.6865,0.1031,0.179,0.2393,0.899
SD,0.048,0.0287,0.0577,0.0172,0.0268,0.0308,0.0148
