,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7276,0.7036,0.5882,0.0649,0.117,0.1487,0.814
0_1,0.6471,0.6277,0.4706,0.0447,0.0816,0.0882,0.7783
0_2,0.7414,0.6794,0.5625,0.0526,0.0963,0.1223,0.7916
0_3,0.6653,0.6345,0.4706,0.0476,0.0865,0.0951,0.7916
0_4,0.8639,0.7597,0.7059,0.075,0.1356,0.187,0.8113
0_5,0.8068,0.736,0.6471,0.0733,0.1317,0.1742,0.8212
0_6,0.7851,0.7085,0.5882,0.0685,0.1227,0.1555,0.8237
0_7,0.7433,0.6665,0.5294,0.0545,0.0989,0.1185,0.7978
0_8,0.8225,0.6908,0.5882,0.0575,0.1047,0.1332,0.7891
0_9,0.7881,0.6953,0.5882,0.0599,0.1087,0.1383,0.7978
0_Mean,0.7591,0.6902,0.5739,0.0599,0.1084,0.1361,0.8017
0_SD,0.0681,0.041,0.0723,0.0104,0.0183,0.0317,0.0151
Mean,0.7591,0.6902,0.5739,0.0598,0.1084,0.1361,0.8016
SD,0.0681,0.041,0.0723,0.0104,0.0183,0.0317,0.0151
