,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.621,0.4846,0.0,0.0,,-0.0108,0.9656
0_1,0.9371,0.8148,0.6667,0.0625,0.1143,0.1963,0.9619
0_2,0.7423,0.6525,0.3333,0.0417,0.0741,0.1092,0.9693
0_3,0.5018,0.484,0.0,0.0,,-0.009,0.9656
0_4,0.9309,0.7297,0.5,0.0294,0.0556,0.1137,0.9582
0_5,0.9358,0.65,0.3333,0.0357,0.0645,0.0997,0.9643
0_6,0.9033,0.8117,0.6667,0.0541,0.1,0.1814,0.9557
0_7,0.5584,0.6488,0.3333,0.0333,0.0606,0.0957,0.9619
0_8,0.6366,0.6488,0.3333,0.0333,0.0606,0.0957,0.9619
0_9,0.6263,0.6451,0.3333,0.0278,0.0513,0.0855,0.9545
0_Mean,0.7394,0.657,0.35,0.0318,0.0726,0.0957,0.9619
0_SD,0.1725,0.1126,0.2284,0.02,0.0226,0.067,0.0046
Mean,0.7393,0.657,0.35,0.0318,0.0726,0.0957,0.9619
SD,0.1725,0.1126,0.2284,0.02,0.0226,0.067,0.0047
