,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7829,0.7252,0.6,0.0476,0.0882,0.1372,0.8473
0_1,0.7622,0.6789,0.5,0.042,0.0775,0.1116,0.8534
0_2,0.8753,0.7919,0.7273,0.065,0.1194,0.1882,0.8547
0_3,0.7452,0.6978,0.5455,0.0476,0.0876,0.1263,0.8461
0_4,0.8151,0.7633,0.6364,0.0737,0.1321,0.1894,0.8867
0_5,0.8094,0.7558,0.6364,0.0654,0.1186,0.1748,0.8719
0_6,0.6852,0.6686,0.4545,0.0505,0.0909,0.1191,0.8768
0_7,0.8194,0.7332,0.6,0.0531,0.0976,0.1486,0.8631
0_8,0.7824,0.7826,0.7,0.0609,0.112,0.1788,0.8631
0_9,0.8276,0.7757,0.7,0.0556,0.1029,0.168,0.8496
0_Mean,0.7905,0.7373,0.61,0.0561,0.1027,0.1542,0.8613
0_SD,0.0521,0.0439,0.0894,0.0099,0.0174,0.0294,0.0137
Mean,0.7905,0.7373,0.61,0.0561,0.1027,0.1542,0.8613
SD,0.0521,0.0439,0.0894,0.0099,0.0174,0.0294,0.0136
