,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5599,0.5492,0.3684,0.0318,0.0586,0.0335,0.7215
0_1,0.5987,0.5481,0.35,0.0338,0.0617,0.0342,0.7364
0_2,0.5636,0.5532,0.4211,0.0312,0.0582,0.0346,0.6791
0_3,0.4855,0.4939,0.2632,0.0225,0.0415,-0.0042,0.7138
0_4,0.6773,0.6217,0.5263,0.0429,0.0794,0.0814,0.7125
0_5,0.6859,0.6648,0.6316,0.048,0.0892,0.1081,0.6964
0_6,0.6187,0.5972,0.4737,0.0393,0.0726,0.0654,0.715
0_7,0.6349,0.6391,0.5789,0.0444,0.0824,0.0914,0.6964
0_8,0.6324,0.6134,0.5263,0.0407,0.0755,0.0747,0.6964
0_9,0.704,0.6968,0.6842,0.0537,0.0996,0.1302,0.7088
0_Mean,0.6161,0.5977,0.4824,0.0388,0.0719,0.065,0.7076
0_SD,0.0669,0.0618,0.1327,0.0092,0.0171,0.0406,0.0161
Mean,0.6161,0.5977,0.4824,0.0388,0.0719,0.0649,0.7076
SD,0.0669,0.0618,0.1327,0.0092,0.0171,0.0406,0.0161
