,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8003,0.7191,0.6471,0.0621,0.1134,0.152,0.7882
0_1,0.6087,0.6078,0.4118,0.0429,0.0778,0.077,0.7956
0_2,0.6501,0.6277,0.4706,0.0447,0.0816,0.0882,0.7783
0_3,0.7683,0.7091,0.6471,0.057,0.1048,0.1406,0.7685
0_4,0.6389,0.6156,0.4375,0.0409,0.0749,0.0788,0.7867
0_5,0.8251,0.7318,0.6875,0.0582,0.1073,0.1525,0.7744
0_6,0.7005,0.6456,0.5,0.046,0.0842,0.0986,0.7855
0_7,0.6822,0.6588,0.5,0.0523,0.0947,0.1129,0.8113
0_8,0.6586,0.6762,0.5625,0.0511,0.0938,0.1189,0.7855
0_9,0.7466,0.6946,0.5882,0.0595,0.1081,0.1376,0.7965
0_Mean,0.7079,0.6686,0.5452,0.0515,0.0941,0.1157,0.787
0_SD,0.0734,0.0444,0.0956,0.0076,0.0139,0.0292,0.0122
Mean,0.7079,0.6686,0.5452,0.0515,0.0941,0.1157,0.787
SD,0.0734,0.0444,0.0956,0.0076,0.0139,0.0292,0.0122
