,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5613,0.4925,0.0,0.0,,-0.0064,0.9823
0_1,0.9946,0.9884,1.0,0.0556,0.1053,0.233,0.9769
0_2,0.3883,0.4864,0.0,0.0,,-0.0062,0.9714
0_3,0.4292,0.4925,0.0,0.0,,-0.0045,0.9837
0_4,0.8295,0.4939,0.0,0.0,,-0.0058,0.985
0_5,0.7374,0.735,0.5,0.0435,0.08,0.1406,0.9687
0_6,0.5109,0.4925,0.0,0.0,,-0.0064,0.9823
0_7,0.9816,0.7418,0.5,0.0769,0.1333,0.1911,0.9823
0_8,0.987,0.9898,1.0,0.1176,0.2105,0.3395,0.9796
0_9,0.8936,0.4898,0.0,0.0,,-0.0075,0.9769
0_Mean,0.7313,0.6403,0.3,0.0294,0.1323,0.0867,0.9789
0_SD,0.2403,0.2097,0.4216,0.0423,0.0565,0.1295,0.0054
Mean,0.7313,0.6403,0.3,0.0294,0.1323,0.0867,0.9789
SD,0.2403,0.2097,0.4216,0.0423,0.0565,0.1295,0.0054
