,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6088,0.5712,0.25,0.025,0.0455,0.0475,0.8854
0_1,0.7645,0.6337,0.375,0.037,0.0674,0.0886,0.8868
0_2,0.728,0.6385,0.375,0.0405,0.0732,0.0956,0.8963
0_3,0.8757,0.8184,0.75,0.0682,0.125,0.2036,0.8854
0_4,0.6365,0.6172,0.375,0.0286,0.0531,0.0695,0.854
0_5,0.7469,0.5726,0.25,0.0256,0.0465,0.0489,0.8881
0_6,0.7736,0.6934,0.5,0.0465,0.0851,0.1249,0.8827
0_7,0.7222,0.6303,0.375,0.0349,0.0638,0.0841,0.8799
0_8,0.8109,0.7553,0.625,0.0568,0.1042,0.1632,0.8827
0_9,0.8343,0.6984,0.5556,0.0417,0.0775,0.1181,0.8377
0_Mean,0.7501,0.6629,0.4431,0.0405,0.0741,0.1044,0.8779
0_SD,0.0826,0.0789,0.162,0.0138,0.0254,0.0496,0.0179
Mean,0.7501,0.6629,0.4431,0.0405,0.0741,0.1044,0.8779
SD,0.0826,0.0789,0.162,0.0138,0.0254,0.0496,0.0179
