,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7917,0.625,0.75,0.6667,0.7059,0.2582,0.6429
0_1,0.8333,0.7292,0.625,0.8333,0.7143,0.4583,0.7143
0_2,0.4583,0.4792,0.625,0.5556,0.5882,-0.043,0.5
0_3,0.7708,0.7292,0.625,0.8333,0.7143,0.4583,0.7143
0_4,0.75,0.875,0.75,1.0,0.8571,0.75,0.8571
0_5,0.8542,0.7917,0.75,0.8571,0.8,0.5774,0.7857
0_6,0.5833,0.3958,0.625,0.5,0.5556,-0.2282,0.4286
0_7,0.625,0.5417,0.75,0.6,0.6667,0.0913,0.5714
0_8,0.5556,0.4778,0.5556,0.625,0.5882,-0.043,0.5
0_9,0.525,0.575,0.75,0.6667,0.7059,0.1581,0.6154
0_Mean,0.6747,0.6219,0.6806,0.7138,0.6896,0.2437,0.633
0_SD,0.1415,0.1552,0.0761,0.1588,0.0949,0.3123,0.1367
Mean,0.6747,0.622,0.6806,0.7138,0.6896,0.2437,0.633
SD,0.1415,0.1552,0.0761,0.1588,0.0949,0.3123,0.1367
