,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7896,0.6791,0.5,0.0374,0.0696,0.1054,0.8542
0_1,0.4106,0.4415,0.0,0.0,,-0.038,0.8733
0_2,0.5756,0.6159,0.375,0.028,0.0522,0.0682,0.8515
0_3,0.5711,0.6386,0.375,0.0405,0.0732,0.0956,0.8965
0_4,0.7703,0.6338,0.375,0.037,0.0674,0.0887,0.8869
0_5,0.7657,0.6255,0.375,0.0323,0.0594,0.0784,0.8706
0_6,0.8454,0.8006,0.75,0.0526,0.0984,0.1724,0.8501
0_7,0.7536,0.7109,0.5556,0.049,0.0901,0.1342,0.8624
0_8,0.3534,0.5018,0.1111,0.0127,0.0227,0.0013,0.8828
0_9,0.8084,0.7157,0.5556,0.0526,0.0962,0.1414,0.8719
0_Mean,0.6644,0.6363,0.3972,0.0342,0.0699,0.0847,0.87
0_SD,0.1752,0.104,0.2178,0.0171,0.0239,0.0635,0.0157
Mean,0.6644,0.6363,0.3972,0.0342,0.0699,0.0848,0.87
SD,0.1752,0.104,0.2178,0.0171,0.0239,0.0635,0.0157
