,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4959,0.4959,0.4,0.006,0.0119,-0.0013,0.5906
0_1,0.6891,0.6891,0.8,0.0116,0.0229,0.0599,0.5795
0_2,0.7077,0.7077,0.8,0.0127,0.0251,0.0668,0.6165
0_3,0.5058,0.5058,0.4,0.0063,0.0125,0.0019,0.6104
0_4,0.499,0.499,0.4,0.0061,0.0121,-0.0003,0.5968
0_5,0.4474,0.4474,0.2,0.004,0.0079,-0.0179,0.6917
0_6,0.5089,0.5089,0.4,0.0065,0.0127,0.0029,0.6165
0_7,0.7978,0.7978,1.0,0.0121,0.024,0.085,0.5975
0_8,0.5056,0.5056,0.4,0.0063,0.0125,0.0018,0.6099
0_9,0.5075,0.5075,0.4,0.0064,0.0126,0.0024,0.6136
0_Mean,0.5665,0.5665,0.52,0.0078,0.0154,0.0201,0.6123
0_SD,0.1185,0.1185,0.253,0.0031,0.0061,0.0358,0.0305
Mean,0.5665,0.5665,0.52,0.0078,0.0154,0.0201,0.6123
SD,0.1185,0.1185,0.253,0.0031,0.0061,0.0359,0.0305
