,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4912,0.4961,0.6842,0.0232,0.0448,-0.0025,0.3169
0_1,0.4596,0.4972,0.7368,0.0233,0.0451,-0.0019,0.2688
0_2,0.5417,0.5536,0.8421,0.0268,0.0519,0.0369,0.2787
0_3,0.4054,0.4046,0.5263,0.0173,0.0335,-0.0638,0.2885
0_4,0.4938,0.5016,0.7368,0.0235,0.0456,0.0011,0.2774
0_5,0.4113,0.4178,0.5263,0.018,0.0347,-0.0536,0.3144
0_6,0.6147,0.6128,0.95,0.0321,0.0621,0.0788,0.2922
0_7,0.4375,0.4643,0.6316,0.0211,0.0409,-0.0236,0.3049
0_8,0.5076,0.5081,0.7368,0.024,0.0464,0.0055,0.2901
0_9,0.4121,0.4206,0.5263,0.0181,0.035,-0.0516,0.3198
0_Mean,0.4775,0.4877,0.6897,0.0227,0.044,-0.0075,0.2952
0_SD,0.0667,0.0646,0.1419,0.0045,0.0087,0.0437,0.018
Mean,0.4775,0.4877,0.6897,0.0227,0.044,-0.0075,0.2952
SD,0.0667,0.0646,0.1419,0.0045,0.0087,0.0437,0.018
