,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5601,0.5422,0.6286,0.1097,0.1868,0.0501,0.4725
0_1,0.5836,0.5778,0.6571,0.1227,0.2067,0.0919,0.5138
0_2,0.5614,0.5697,0.6714,0.1187,0.2017,0.0826,0.4876
0_3,0.5358,0.5396,0.6143,0.1091,0.1853,0.0469,0.4793
0_4,0.5412,0.518,0.6,0.1019,0.1743,0.0214,0.4518
0_5,0.5521,0.5502,0.6522,0.1106,0.1891,0.0593,0.4676
0_6,0.5388,0.5384,0.6667,0.1062,0.1833,0.0459,0.4345
0_7,0.6017,0.6011,0.7,0.1307,0.2202,0.1196,0.5214
0_8,0.5029,0.5,0.6,0.0966,0.1663,0.0,0.4193
0_9,0.5399,0.5612,0.7286,0.1138,0.1969,0.0744,0.4262
0_Mean,0.5517,0.5498,0.6519,0.112,0.1911,0.0592,0.4674
0_SD,0.0273,0.0293,0.0424,0.01,0.0158,0.0347,0.0349
Mean,0.5518,0.5498,0.6519,0.112,0.1911,0.0592,0.4674
SD,0.0274,0.0293,0.0424,0.01,0.0158,0.0347,0.0349
