,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5866,0.5888,0.7059,0.0278,0.0535,0.051,0.4766
0_1,0.4737,0.476,0.5294,0.0192,0.0371,-0.0139,0.4249
0_2,0.6078,0.6102,0.7059,0.0302,0.0578,0.0631,0.5185
0_3,0.6426,0.632,0.8125,0.029,0.0559,0.0739,0.4587
0_4,0.6305,0.6336,0.7647,0.0319,0.0612,0.0766,0.508
0_5,0.604,0.6046,0.7647,0.0286,0.0552,0.0604,0.4513
0_6,0.6734,0.6611,0.8235,0.034,0.0653,0.0923,0.5055
0_7,0.5328,0.5353,0.5882,0.0238,0.0457,0.0202,0.4846
0_8,0.6177,0.6204,0.7647,0.0303,0.0583,0.0691,0.4821
0_9,0.5307,0.5328,0.5882,0.0235,0.0452,0.0188,0.4797
0_Mean,0.59,0.5895,0.7048,0.0278,0.0535,0.0512,0.479
0_SD,0.0605,0.0573,0.1024,0.0044,0.0085,0.0327,0.0284
Mean,0.59,0.5895,0.7048,0.0278,0.0535,0.0511,0.479
SD,0.0605,0.0573,0.1024,0.0044,0.0085,0.0327,0.0284
