,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5917,0.6009,0.76,0.0417,0.079,0.0705,0.4517
0_1,0.65,0.6539,0.88,0.0468,0.0889,0.1081,0.4418
0_2,0.6433,0.6384,0.84,0.0455,0.0862,0.0969,0.4493
0_3,0.5606,0.5512,0.64,0.0366,0.0693,0.0356,0.4678
0_4,0.6693,0.6609,0.88,0.0479,0.0909,0.1125,0.4554
0_5,0.6045,0.5988,0.72,0.0422,0.0796,0.0686,0.4851
0_6,0.5227,0.5286,0.6,0.0341,0.0645,0.0199,0.4616
0_7,0.6175,0.6273,0.8,0.0447,0.0847,0.0887,0.4653
0_8,0.5466,0.5527,0.6923,0.0377,0.0716,0.0378,0.422
0_9,0.5969,0.6001,0.8,0.0409,0.0778,0.071,0.4126
0_Mean,0.6003,0.6013,0.7612,0.0418,0.0793,0.0709,0.4513
0_SD,0.0471,0.0454,0.0969,0.0046,0.0087,0.0317,0.0216
Mean,0.6003,0.6013,0.7612,0.0418,0.0792,0.071,0.4513
SD,0.0471,0.0454,0.0969,0.0046,0.0087,0.0317,0.0216
