,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5117,0.5389,0.7222,0.0248,0.048,0.024,0.3637
0_1,0.6067,0.605,0.7895,0.0316,0.0609,0.0644,0.4291
0_2,0.5439,0.5591,0.7368,0.0278,0.0535,0.0368,0.3896
0_3,0.4983,0.5022,0.5789,0.0236,0.0454,0.0014,0.4291
0_4,0.5362,0.5279,0.6316,0.0256,0.0493,0.0171,0.4291
0_5,0.5148,0.5019,0.5556,0.0224,0.043,0.0011,0.4506
0_6,0.5968,0.5941,0.7778,0.0291,0.0561,0.0565,0.4185
0_7,0.5106,0.5183,0.6111,0.0236,0.0455,0.0109,0.4296
0_8,0.5539,0.5562,0.7222,0.0262,0.0506,0.034,0.3975
0_9,0.4861,0.4931,0.5556,0.0217,0.0418,-0.0041,0.4333
0_Mean,0.5359,0.5397,0.6681,0.0256,0.0494,0.0242,0.417
0_SD,0.0404,0.0387,0.0914,0.0031,0.006,0.0236,0.0257
Mean,0.5359,0.5397,0.6681,0.0256,0.0494,0.0242,0.417
SD,0.0404,0.0387,0.0914,0.0031,0.006,0.0236,0.0257
