,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7607,0.7607,0.6667,0.0185,0.036,0.0939,0.854
0_1,0.4158,0.4158,0.0,0.0,,-0.0288,0.8281
0_2,0.7525,0.7525,0.6667,0.0167,0.0325,0.0871,0.8377
0_3,0.4158,0.4158,0.0,0.0,,-0.0288,0.8281
0_4,0.5893,0.5893,0.3333,0.0088,0.0171,0.0315,0.8431
0_5,0.5776,0.5776,0.3333,0.0076,0.0149,0.0259,0.8199
0_6,0.7443,0.7443,0.6667,0.0152,0.0296,0.0812,0.8213
0_7,0.5893,0.5893,0.3333,0.0088,0.0171,0.0315,0.8431
0_8,0.4562,0.4562,0.0,0.0,,-0.0198,0.9086
0_9,0.6698,0.6698,0.5,0.0168,0.0325,0.0678,0.8377
0_Mean,0.5971,0.5971,0.35,0.0092,0.0257,0.0341,0.8422
0_SD,0.135,0.135,0.2772,0.0074,0.0089,0.0479,0.0257
Mean,0.5971,0.5971,0.35,0.0092,0.0257,0.0342,0.8422
SD,0.135,0.135,0.2772,0.0074,0.0089,0.0479,0.0257
