,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5465,0.4973,0.0,0.0,,-0.0077,0.9837
0_1,0.8158,0.4966,0.0,0.0,,-0.0087,0.9823
0_2,0.6599,0.4973,0.0,0.0,,-0.0077,0.9837
0_3,0.8032,0.6216,0.25,0.2857,0.2667,0.2597,0.9851
0_4,0.7165,0.6077,0.2222,0.2857,0.25,0.2438,0.9837
0_5,0.7724,0.6104,0.2222,0.6667,0.3333,0.3809,0.9891
0_6,0.5728,0.5466,0.1111,0.0714,0.087,0.075,0.9715
0_7,0.6764,0.5577,0.125,0.125,0.125,0.1154,0.981
0_8,0.8953,0.6236,0.25,0.5,0.3333,0.3487,0.9891
0_9,0.8418,0.6216,0.25,0.2857,0.2667,0.2597,0.985
0_Mean,0.7301,0.568,0.1431,0.222,0.2374,0.1659,0.9834
0_SD,0.1158,0.0557,0.1103,0.2278,0.0962,0.1509,0.005
Mean,0.7301,0.568,0.143,0.222,0.2374,0.1659,0.9834
SD,0.1158,0.0556,0.1103,0.2278,0.0962,0.1509,0.0049
