,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7341,0.6174,0.25,0.3333,0.2857,0.2701,0.9631
0_1,0.7033,0.6389,0.2917,0.3889,0.3333,0.3195,0.9656
0_2,0.5802,0.5352,0.087,0.1333,0.1053,0.0868,0.9581
0_3,0.6755,0.5122,0.0435,0.0625,0.0513,0.0292,0.9544
0_4,0.6788,0.5544,0.1304,0.15,0.1395,0.1165,0.9544
0_5,0.6147,0.5768,0.1739,0.2,0.186,0.1644,0.9569
0_6,0.5242,0.4924,0.0,0.0,,-0.0209,0.9569
0_7,0.6204,0.6209,0.2609,0.2857,0.2727,0.2528,0.9606
0_8,0.6873,0.5787,0.1739,0.2353,0.2,0.1824,0.9606
0_9,0.705,0.5783,0.1667,0.3333,0.2222,0.2197,0.9655
0_Mean,0.6523,0.5705,0.1578,0.2122,0.1996,0.1621,0.9596
0_SD,0.0654,0.0478,0.0951,0.1266,0.0907,0.1092,0.0041
Mean,0.6524,0.5705,0.1578,0.2122,0.1996,0.162,0.9596
SD,0.0655,0.0478,0.0951,0.1266,0.0907,0.1092,0.0042
