,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5503,0.4975,0.0,0.0,,-0.0043,0.9914
0_1,0.9059,0.5,0.0,,,0.0,0.9963
0_2,0.8687,0.4994,0.0,0.0,,-0.0017,0.9963
0_3,0.7867,0.7494,0.5,0.5,0.5,0.4988,0.9975
0_4,0.4366,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_5,0.734,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_6,0.8679,0.8321,0.6667,0.5,0.5714,0.5756,0.9963
0_7,0.6383,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_8,0.53,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_9,0.6512,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_Mean,0.697,0.6409,0.2833,0.5185,0.4626,0.346,0.9961
0_SD,0.1614,0.1115,0.2229,0.4035,0.0921,0.2581,0.0019
Mean,0.697,0.6409,0.2833,0.5185,0.4626,0.346,0.996
SD,0.1614,0.1115,0.2229,0.4035,0.0921,0.2581,0.0019
