,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6859,0.59,0.1875,0.3333,0.24,0.2389,0.9766
0_1,0.5472,0.5563,0.1176,0.3333,0.1739,0.1883,0.9766
0_2,0.5727,0.5269,0.0588,0.2,0.0909,0.0985,0.9754
0_3,0.6341,0.5569,0.1176,0.4,0.1818,0.2084,0.9779
0_4,0.5849,0.5525,0.1176,0.1667,0.1379,0.1247,0.9692
0_5,0.6009,0.5576,0.1176,0.5,0.1905,0.2354,0.9791
0_6,0.6805,0.56,0.125,0.3333,0.1818,0.1947,0.9778
0_7,0.6244,0.5619,0.125,0.6667,0.2105,0.2835,0.9815
0_8,0.4769,0.4981,0.0,0.0,,-0.0086,0.9766
0_9,0.5857,0.53,0.0625,0.3333,0.1053,0.1374,0.9791
0_Mean,0.5993,0.549,0.1029,0.3267,0.1681,0.1701,0.977
0_SD,0.0621,0.025,0.0507,0.1824,0.0483,0.0846,0.0032
Mean,0.5993,0.549,0.1029,0.3267,0.1681,0.1701,0.977
SD,0.0621,0.025,0.0507,0.1824,0.0483,0.0846,0.0032
