,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7412,0.4988,0.0,0.0,,-0.0039,0.9914
0_1,0.9244,0.5994,0.2,0.5,0.2857,0.3137,0.9939
0_2,0.5658,0.4981,0.0,0.0,,-0.0043,0.9914
0_3,0.6931,0.6975,0.4,0.3333,0.3636,0.3609,0.9914
0_4,0.7002,0.6988,0.4,0.5,0.4444,0.4442,0.9938
0_5,0.6928,0.5963,0.2,0.1429,0.1667,0.163,0.9877
0_6,0.9854,0.6994,0.4,0.6667,0.5,0.5142,0.9951
0_7,0.8881,0.7981,0.6,0.5,0.5455,0.5447,0.9938
0_8,0.9136,0.6963,0.4,0.25,0.3077,0.3109,0.9889
0_9,0.7542,0.4963,0.0,0.0,,-0.0068,0.9865
0_Mean,0.7859,0.6279,0.26,0.2893,0.3734,0.2636,0.9914
0_SD,0.1341,0.1061,0.2119,0.2476,0.1326,0.2148,0.0029
Mean,0.7859,0.6279,0.26,0.2893,0.3734,0.2637,0.9914
SD,0.1341,0.1061,0.2119,0.2476,0.1326,0.2148,0.0029
