,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9077,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_1,0.9659,0.4986,0.0,0.0,,-0.0033,0.9932
0_2,0.653,0.4993,0.0,0.0,,-0.0024,0.9946
0_3,0.4586,0.4952,0.0,0.0,,-0.0063,0.9864
0_4,0.7903,0.7486,0.5,0.5,0.5,0.4973,0.9946
0_5,0.8624,0.5,0.0,,,0.0,0.9946
0_6,0.7999,0.4973,0.0,0.0,,-0.0055,0.9891
0_7,0.6862,0.4973,0.0,0.0,,-0.0047,0.9905
0_8,0.969,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_9,0.8957,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_Mean,0.7989,0.573,0.15,0.137,0.3333,0.1314,0.9921
0_SD,0.1605,0.0998,0.1995,0.1844,0.1179,0.1866,0.0028
Mean,0.7989,0.5729,0.15,0.137,0.3333,0.1314,0.9921
SD,0.1605,0.0998,0.1995,0.1844,0.1179,0.1866,0.0028
