,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8358,0.728,0.4737,0.3913,0.4286,0.4156,0.9705
0_1,0.8097,0.7312,0.4737,0.5,0.4865,0.4747,0.9767
0_2,0.7802,0.728,0.4737,0.3913,0.4286,0.4156,0.9705
0_3,0.8328,0.685,0.3889,0.3182,0.35,0.3355,0.968
0_4,0.8168,0.7425,0.5,0.4286,0.4615,0.4498,0.9742
0_5,0.7698,0.7683,0.5556,0.4,0.4651,0.4574,0.9717
0_6,0.7385,0.5726,0.1667,0.15,0.1579,0.138,0.9606
0_7,0.7841,0.6585,0.3333,0.3158,0.3243,0.3087,0.9692
0_8,0.7958,0.7481,0.5,0.75,0.6,0.6055,0.9852
0_9,0.844,0.7312,0.4737,0.5,0.4865,0.4747,0.9766
0_Mean,0.8008,0.7093,0.4339,0.4145,0.4189,0.4076,0.9723
0_SD,0.0334,0.0573,0.1123,0.1555,0.1192,0.1248,0.0065
Mean,0.8008,0.7093,0.4339,0.4145,0.4189,0.4076,0.9723
SD,0.0334,0.0574,0.1123,0.1555,0.1192,0.1248,0.0065
