,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9734,0.4993,0.0,0.0,,-0.0019,0.9959
0_1,0.596,0.498,0.0,0.0,,-0.0033,0.9932
0_2,0.4762,0.498,0.0,0.0,,-0.0033,0.9932
0_3,0.2738,0.4993,0.0,0.0,,-0.0014,0.9973
0_4,1.0,0.9986,1.0,0.3333,0.5,0.5766,0.9973
0_5,0.3188,0.4973,0.0,0.0,,-0.0027,0.9932
0_6,0.3741,0.4986,0.0,0.0,,-0.0027,0.9946
0_7,0.8561,0.4986,0.0,0.0,,-0.0027,0.9946
0_8,0.9236,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_9,0.7524,0.498,0.0,0.0,,-0.0033,0.9932
0_Mean,0.6544,0.5734,0.15,0.0667,0.45,0.0961,0.9948
0_SD,0.2819,0.1688,0.3375,0.1405,0.0707,0.2122,0.0017
Mean,0.6544,0.5734,0.15,0.0667,0.45,0.0962,0.9948
SD,0.2819,0.1688,0.3375,0.1405,0.0707,0.2122,0.0017
