,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8643,0.6737,0.3636,0.2353,0.2857,0.2805,0.9754
0_1,0.7278,0.632,0.2727,0.3,0.2857,0.2767,0.9816
0_2,0.9449,0.6326,0.2727,0.3333,0.3,0.2929,0.9828
0_3,0.868,0.7444,0.5,0.3571,0.4167,0.4141,0.9828
0_4,0.7864,0.6456,0.3,0.3,0.3,0.2913,0.9828
0_5,0.813,0.4925,0.0,0.0,,-0.0137,0.9729
0_6,0.8022,0.5407,0.1,0.0625,0.0769,0.0645,0.9705
0_7,0.8268,0.5925,0.2,0.1429,0.1667,0.1568,0.9754
0_8,0.8767,0.6737,0.3636,0.2353,0.2857,0.2805,0.9754
0_9,0.832,0.5828,0.1818,0.1333,0.1538,0.1422,0.9729
0_Mean,0.8342,0.6211,0.2555,0.21,0.2524,0.2186,0.9773
0_SD,0.0589,0.0722,0.1429,0.1205,0.1017,0.128,0.0048
Mean,0.8342,0.621,0.2554,0.21,0.2524,0.2186,0.9772
SD,0.0589,0.0722,0.1429,0.1204,0.1017,0.128,0.0048
