,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7598,0.5386,0.0909,0.0833,0.087,0.074,0.9742
0_1,0.8696,0.5919,0.2,0.1333,0.16,0.1506,0.9742
0_2,0.9724,0.7444,0.5,0.3571,0.4167,0.4141,0.9828
0_3,0.83,0.5969,0.2,0.2857,0.2353,0.2312,0.984
0_4,0.7775,0.5944,0.2,0.1818,0.1905,0.1801,0.9791
0_5,0.7904,0.5956,0.2,0.2222,0.2105,0.2015,0.9815
0_6,0.8314,0.5828,0.1818,0.1333,0.1538,0.1422,0.9729
0_7,0.8336,0.5405,0.0909,0.1111,0.1,0.0894,0.9779
0_8,0.7639,0.4938,0.0,0.0,,-0.0131,0.9742
0_9,0.855,0.6301,0.2727,0.2308,0.25,0.2397,0.9779
0_Mean,0.8284,0.5909,0.1936,0.1739,0.2004,0.171,0.9779
0_SD,0.0633,0.0666,0.1329,0.104,0.0984,0.1153,0.004
Mean,0.8284,0.5909,0.1936,0.1739,0.2004,0.171,0.9779
SD,0.0633,0.0666,0.1329,0.104,0.0984,0.1153,0.004
