,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.854,0.6966,0.4688,0.2027,0.283,0.2658,0.9065
0_1,0.874,0.7336,0.5312,0.2537,0.3434,0.3304,0.92
0_2,0.7959,0.6553,0.3939,0.1667,0.2342,0.2081,0.8954
0_3,0.8711,0.7552,0.5758,0.2714,0.3689,0.359,0.92
0_4,0.8728,0.7923,0.6667,0.2558,0.3697,0.3751,0.9077
0_5,0.7936,0.6478,0.3636,0.1846,0.2449,0.2151,0.909
0_6,0.7855,0.6334,0.3438,0.1549,0.2136,0.1838,0.9002
0_7,0.8092,0.6522,0.375,0.1791,0.2424,0.2153,0.9076
0_8,0.8341,0.6946,0.4688,0.1948,0.2752,0.2585,0.9027
0_9,0.8558,0.7558,0.5938,0.2289,0.3304,0.3287,0.9052
0_Mean,0.8346,0.7017,0.4781,0.2093,0.2906,0.274,0.9075
0_SD,0.0356,0.055,0.1107,0.0407,0.0583,0.0694,0.0078
Mean,0.8346,0.7017,0.4781,0.2093,0.2906,0.274,0.9074
SD,0.0356,0.055,0.1107,0.0407,0.0583,0.0694,0.0078
