,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8043,0.782,0.5806,0.5806,0.5806,0.564,0.968
0_1,0.7497,0.7343,0.4839,0.5556,0.5172,0.5008,0.9656
0_2,0.8289,0.751,0.5161,0.5926,0.5517,0.5366,0.968
0_3,0.8067,0.6988,0.4194,0.4333,0.4262,0.4039,0.9569
0_4,0.7097,0.7311,0.4839,0.4688,0.4762,0.4551,0.9594
0_5,0.8182,0.7269,0.4667,0.5833,0.5185,0.5055,0.968
0_6,0.811,0.7852,0.5806,0.6923,0.6316,0.6209,0.9741
0_7,0.7317,0.6704,0.3548,0.5,0.4151,0.4022,0.9618
0_8,0.7326,0.6884,0.3871,0.6,0.4706,0.4659,0.9667
0_9,0.8088,0.7981,0.6129,0.5938,0.6032,0.5872,0.9692
0_Mean,0.7802,0.7366,0.4886,0.56,0.5191,0.5042,0.9658
0_SD,0.044,0.0431,0.0861,0.0747,0.0732,0.0741,0.0051
Mean,0.7802,0.7366,0.4886,0.56,0.5191,0.5042,0.9658
SD,0.0439,0.043,0.0861,0.0747,0.0732,0.0742,0.0051
