,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8676,0.8308,0.6667,0.6667,0.6667,0.6617,0.9901
0_1,0.8811,0.8455,0.6923,0.9,0.7826,0.7864,0.9938
0_2,0.8771,0.8449,0.6923,0.8182,0.75,0.749,0.9926
0_3,0.9349,0.8052,0.6154,0.6667,0.64,0.6349,0.9889
0_4,0.7647,0.768,0.5385,0.7778,0.6364,0.6425,0.9901
0_5,0.8644,0.8058,0.6154,0.7273,0.6667,0.6641,0.9901
0_6,0.8244,0.7674,0.5385,0.7,0.6087,0.6085,0.9889
0_7,0.8036,0.7295,0.4615,0.75,0.5714,0.5833,0.9889
0_8,0.9171,0.8046,0.6154,0.6154,0.6154,0.6091,0.9877
0_9,0.8124,0.7462,0.5,0.5,0.5,0.4925,0.9852
0_Mean,0.8547,0.7948,0.5936,0.7122,0.6438,0.6432,0.9896
0_SD,0.0529,0.0406,0.0806,0.1111,0.0814,0.0825,0.0024
Mean,0.8547,0.7948,0.5936,0.7122,0.6438,0.6432,0.9896
SD,0.0529,0.0405,0.0806,0.1111,0.0814,0.0825,0.0024
