,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7904,0.7536,0.52,0.5652,0.5417,0.5282,0.9729
0_1,0.9065,0.8168,0.64,0.7619,0.6957,0.6896,0.9827
0_2,0.8061,0.773,0.56,0.56,0.56,0.546,0.9729
0_3,0.8594,0.7587,0.52,0.8667,0.65,0.6638,0.9827
0_4,0.8482,0.7124,0.44,0.4783,0.4583,0.4423,0.9679
0_5,0.7665,0.773,0.56,0.56,0.56,0.546,0.9729
0_6,0.8179,0.7562,0.52,0.6842,0.5909,0.5855,0.9778
0_7,0.917,0.8417,0.6923,0.72,0.7059,0.6965,0.9815
0_8,0.9169,0.8155,0.64,0.6957,0.6667,0.6571,0.9802
0_9,0.8461,0.7168,0.44,0.6875,0.5366,0.539,0.9765
0_Mean,0.8475,0.7718,0.5532,0.6579,0.5966,0.5894,0.9768
0_SD,0.0534,0.0423,0.084,0.1161,0.0803,0.0839,0.0051
Mean,0.8475,0.7718,0.5532,0.6579,0.5966,0.5894,0.9768
SD,0.0534,0.0423,0.084,0.1161,0.0803,0.0839,0.005
