,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7065,0.5501,0.1053,0.3333,0.16,0.1768,0.974
0_1,0.8084,0.6199,0.25,0.3846,0.303,0.2962,0.9715
0_2,0.813,0.572,0.1579,0.2143,0.1818,0.1672,0.9665
0_3,0.6774,0.5463,0.1053,0.1667,0.129,0.116,0.9665
0_4,0.7442,0.6002,0.2105,0.3333,0.2581,0.251,0.9715
0_5,0.7191,0.5745,0.1579,0.3,0.2069,0.2042,0.9715
0_6,0.6187,0.5193,0.0526,0.0833,0.0645,0.0484,0.9641
0_7,0.8114,0.6547,0.3158,0.5455,0.4,0.4046,0.9777
0_8,0.5953,0.5482,0.1053,0.2222,0.1429,0.1392,0.9703
0_9,0.7996,0.5707,0.1579,0.1875,0.1714,0.1538,0.9641
0_Mean,0.7294,0.5756,0.1618,0.2771,0.2018,0.1957,0.9698
0_SD,0.0807,0.0399,0.0785,0.1313,0.0963,0.1006,0.0044
Mean,0.7294,0.5756,0.1618,0.2771,0.2018,0.1957,0.9698
SD,0.0807,0.0398,0.0785,0.1313,0.0963,0.1006,0.0044
