,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9357,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_1,0.9314,0.8326,0.6667,0.6667,0.6667,0.6653,0.9973
0_2,0.787,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_3,0.9453,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_4,0.5746,0.5,0.0,,,0.0,0.9959
0_5,0.9368,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_6,0.6858,0.4986,0.0,0.0,,-0.0039,0.9918
0_7,0.7961,0.625,0.25,1.0,0.4,0.499,0.9959
0_8,0.688,0.7493,0.5,0.6667,0.5714,0.5754,0.9959
0_9,0.5717,0.4986,0.0,0.0,,-0.0034,0.9932
0_Mean,0.7852,0.6368,0.275,0.4815,0.4626,0.3358,0.9954
0_SD,0.1498,0.1113,0.2224,0.3167,0.1104,0.2485,0.0016
Mean,0.7852,0.6368,0.275,0.4815,0.4626,0.3358,0.9954
SD,0.1498,0.1113,0.2224,0.3167,0.1104,0.2485,0.0016
