,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7765,0.498,0.0,0.0,,-0.0041,0.9918
0_1,0.7835,0.5,0.0,,,0.0,0.9959
0_2,0.6779,0.4993,0.0,0.0,,-0.0027,0.9932
0_3,0.6358,0.498,0.0,0.0,,-0.0047,0.9905
0_4,0.7887,0.498,0.0,0.0,,-0.0041,0.9918
0_5,0.7812,0.498,0.0,0.0,,-0.0041,0.9918
0_6,0.9941,0.4993,0.0,0.0,,-0.0024,0.9946
0_7,0.7967,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_8,0.7309,0.4973,0.0,0.0,,-0.0047,0.9905
0_9,0.7534,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_Mean,0.7719,0.5318,0.0667,0.0741,0.3333,0.0634,0.9929
0_SD,0.0942,0.0703,0.1405,0.147,0.0,0.1408,0.0019
Mean,0.7719,0.5318,0.0667,0.0741,0.3333,0.0634,0.9929
SD,0.0942,0.0703,0.1405,0.147,0.0,0.1408,0.0019
