,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.633,0.5601,0.1304,0.2727,0.1765,0.1726,0.9653
0_1,0.6703,0.6241,0.2609,0.375,0.3077,0.2962,0.9666
0_2,0.7244,0.603,0.2174,0.3571,0.2703,0.2624,0.9666
0_3,0.6748,0.5403,0.087,0.2857,0.1333,0.1446,0.9678
0_4,0.6132,0.5372,0.0833,0.2222,0.1212,0.1204,0.9641
0_5,0.6745,0.5782,0.1667,0.3333,0.2222,0.2196,0.9653
0_6,0.7686,0.6161,0.25,0.3,0.2727,0.2537,0.9604
0_7,0.6919,0.603,0.2174,0.3571,0.2703,0.2624,0.9665
0_8,0.7338,0.5569,0.1304,0.1875,0.1538,0.1359,0.9591
0_9,0.6824,0.5339,0.087,0.1176,0.1,0.0786,0.9554
0_Mean,0.6867,0.5753,0.163,0.2808,0.2028,0.1946,0.9637
0_SD,0.0462,0.0342,0.0692,0.0833,0.0749,0.0738,0.0041
Mean,0.6867,0.5753,0.163,0.2808,0.2028,0.1946,0.9637
SD,0.0462,0.0342,0.0692,0.0833,0.0749,0.0738,0.0041
