,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8283,0.6202,0.25,0.3,0.2727,0.2629,0.9782
0_1,0.8298,0.5778,0.1667,0.2,0.1818,0.1702,0.9755
0_2,0.7891,0.6497,0.3077,0.4,0.3478,0.3406,0.9796
0_3,0.7985,0.5322,0.0769,0.1,0.087,0.0733,0.9714
0_4,0.6553,0.535,0.0769,0.1667,0.1053,0.1025,0.9768
0_5,0.7604,0.6476,0.3077,0.3077,0.3077,0.2952,0.9755
0_6,0.7053,0.5329,0.0769,0.1111,0.0909,0.0789,0.9728
0_7,0.627,0.6112,0.2308,0.3333,0.2727,0.2666,0.9782
0_8,0.6675,0.5357,0.0769,0.2,0.1111,0.1145,0.9782
0_9,0.7193,0.5371,0.0769,0.3333,0.125,0.1533,0.9809
0_Mean,0.738,0.5779,0.1647,0.2452,0.1902,0.1858,0.9767
0_SD,0.0737,0.0498,0.1006,0.1031,0.1003,0.0976,0.003
Mean,0.7381,0.5779,0.1647,0.2452,0.1902,0.1858,0.9767
SD,0.0737,0.0498,0.1006,0.1031,0.1003,0.0976,0.003
