,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7861,0.7015,0.4118,0.5,0.4516,0.4432,0.9791
0_1,0.7259,0.642,0.2941,0.3846,0.3333,0.324,0.9754
0_2,0.7154,0.6518,0.3125,0.4167,0.3571,0.3498,0.9778
0_3,0.7175,0.7008,0.4118,0.4667,0.4375,0.4271,0.9778
0_4,0.7833,0.6996,0.4118,0.4118,0.4118,0.3992,0.9753
0_5,0.6961,0.6714,0.3529,0.4286,0.3871,0.3771,0.9766
0_6,0.8431,0.6139,0.2353,0.4,0.2963,0.2956,0.9766
0_7,0.7792,0.7015,0.4118,0.5,0.4516,0.4432,0.979
0_8,0.8027,0.734,0.4706,0.8,0.5926,0.6076,0.9864
0_9,0.7895,0.7034,0.4118,0.6364,0.5,0.5037,0.9827
0_Mean,0.7639,0.682,0.3724,0.4945,0.4219,0.4171,0.9787
0_SD,0.0472,0.0363,0.0717,0.1302,0.0859,0.0914,0.0035
Mean,0.7639,0.682,0.3724,0.4945,0.4219,0.417,0.9787
SD,0.0472,0.0363,0.0717,0.1302,0.0859,0.0914,0.0035
