,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8085,0.7387,0.4839,0.75,0.5882,0.5903,0.9741
0_1,0.7683,0.7691,0.5484,0.68,0.6071,0.5969,0.9729
0_2,0.8165,0.7691,0.5484,0.68,0.6071,0.5969,0.9729
0_3,0.7848,0.7374,0.4839,0.6818,0.566,0.5605,0.9716
0_4,0.8615,0.7639,0.5484,0.5152,0.5312,0.5123,0.963
0_5,0.6934,0.6717,0.3548,0.55,0.4314,0.4244,0.9642
0_6,0.7902,0.7355,0.4839,0.6,0.5357,0.5225,0.9679
0_7,0.7408,0.7128,0.4333,0.6842,0.5306,0.5311,0.9716
0_8,0.8285,0.7329,0.4839,0.5172,0.5,0.4811,0.963
0_9,0.878,0.7555,0.5161,0.8,0.6275,0.6317,0.9765
0_Mean,0.7971,0.7387,0.4885,0.6458,0.5525,0.5448,0.9698
0_SD,0.0549,0.0298,0.0601,0.097,0.0593,0.0629,0.0049
Mean,0.797,0.7387,0.4885,0.6458,0.5525,0.5448,0.9698
SD,0.0549,0.0298,0.0601,0.097,0.0593,0.0629,0.0049
