,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5684,0.4994,0.0,0.0,,-0.0021,0.9951
0_1,0.7953,0.8333,0.6667,1.0,0.8,0.816,0.9988
0_2,0.5473,0.4994,0.0,0.0,,-0.0021,0.9951
0_3,0.8773,0.4994,0.0,0.0,,-0.0017,0.9963
0_4,0.9306,0.75,0.5,1.0,0.6667,0.7067,0.9988
0_5,0.7648,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_6,0.7969,0.8333,0.6667,1.0,0.8,0.816,0.9988
0_7,0.5967,0.666,0.3333,0.5,0.4,0.4065,0.9963
0_8,0.93,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_9,0.6041,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_Mean,0.7412,0.6581,0.3167,0.65,0.5952,0.4469,0.9972
0_SD,0.1505,0.1272,0.254,0.4743,0.1604,0.3328,0.0014
Mean,0.7411,0.6581,0.3167,0.65,0.5952,0.4469,0.9972
SD,0.1505,0.1272,0.254,0.4743,0.1604,0.3328,0.0014
